Year,Gender,Intent,Intent,Drug type,< 1 year,1-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years,Not stated,All ages
2004,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,35,50,126,97,13,1,0,0,1,323
2004,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,11,16,25,2068,3269,5190,"4,856",1219,249,146,66,5,17120
2004,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,3,12,17,1263,1864,2732,"2,522",573,87,25,13,2,9113
2004,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,2,211,301,452,442,103,19,12,6,0,1548
2004,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,23,18,18,17,0,0,0,0,0,76
2004,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,2,386,783,1344,"1,212",271,33,7,0,0,4038
2004,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,206,380,438,408,90,13,0,0,1,1537
2004,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,6,6,487,565,684,620,116,13,2,1,1,2502
2004,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,0,95,168,296,250,45,6,1,5,0,866
2004,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,6,10,391,579,972,969,260,39,18,6,0,3252
2004,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,1,99,203,314,235,56,4,0,0,0,912
2004,Male,Preventable/accidental,Preventable/accidental,All drugs,3,8,17,1681,2566,3989,"3,707",841,164,95,39,4,13114
2004,Male,Preventable/accidental,Preventable/accidental,Any Opioid,0,6,12,1059,1529,2160,"1,985",426,59,14,8,1,7259
2004,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,176,244,348,330,62,7,3,0,0,1170
2004,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,17,16,15,15,0,0,0,0,0,63
2004,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,1,335,667,1143,"1,061",241,30,7,0,0,3485
2004,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,191,346,393,379,82,13,0,0,0,1405
2004,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,2,5,440,494,580,508,94,12,1,1,1,2138
2004,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,80,133,232,183,27,2,0,3,0,660
2004,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,4,6,312,465,760,747,178,21,9,4,0,2506
2004,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,90,171,277,204,49,4,0,0,0,796
2003,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,24,35,41,2491,4488,8358,"7,325",1943,534,353,183,10,25785
2003,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,8,16,18,1399,2415,4230,"3,757",822,170,69,33,3,12940
2003,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,2,0,1,212,379,696,699,159,55,36,9,0,2248
2003,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,15,22,13,9,0,1,1,0,0,61
2003,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,1,1,475,1054,1939,"1,408",267,38,3,6,6,5199
2003,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,259,441,653,620,89,16,1,1,0,2080
2003,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,5,7,442,540,965,841,151,13,2,4,1,2972
2003,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,0,3,107,237,487,399,108,36,17,5,0,1400
2003,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,11,8,445,819,1542,"1,475",405,93,39,24,1,4867
2003,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,1,0,165,274,372,314,46,3,2,0,1,1179
2003,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,16,26,27,1882,3303,5962,"5,182",1225,312,220,133,6,18294
2003,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,5,10,13,1101,1884,3187,"2,825",575,96,32,21,2,9751
2003,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,1,0,1,171,301,518,501,86,15,14,4,0,1612
2003,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,13,16,11,6,0,1,1,0,0,48
2003,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,382,853,1598,"1,221",240,35,3,2,4,4340
2003,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,240,409,600,578,85,15,1,1,0,1929
2003,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,1,4,383,454,802,668,123,9,1,3,1,2450
2003,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,2,81,188,353,285,61,22,6,4,0,1002
2003,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,4,9,7,346,646,1195,"1,101",262,45,16,14,1,3646
2003,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,1,0,125,225,329,278,43,3,2,0,1,1008
2003,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,8,14,21,632,1382,3032,"2,800",886,287,204,119,1,9386
2003,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,3,6,9,306,649,1382,"1,290",338,82,49,24,0,4138
2003,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,0,53,133,254,300,80,38,23,4,0,885
2003,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,1,7,7,2,0,0,1,0,0,18
2003,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,0,118,265,537,346,48,4,0,4,0,1322
2003,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,55,66,118,104,14,1,0,0,0,358
2003,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,2,3,87,179,391,310,59,5,0,3,0,1040
2003,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,2,34,84,212,206,65,22,14,4,0,643
2003,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,4,4,95,244,551,573,194,53,27,17,0,1764
2003,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,0,51,81,115,98,7,0,1,0,0,353
2003,Female,Preventable/accidental,Preventable/accidental,All drugs,8,11,14,417,898,2008,"1,788",497,148,113,94,1,5997
2003,Female,Preventable/accidental,Preventable/accidental,Any Opioid,3,3,7,223,478,1013,900,212,40,24,15,0,2918
2003,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,36,97,177,198,35,9,9,2,0,563
2003,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,1,6,6,0,0,0,1,0,0,14
2003,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,102,204,440,293,44,3,0,1,0,1087
2003,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,51,61,105,92,14,0,0,0,0,323
2003,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,0,2,69,144,314,227,48,2,0,2,0,809
2003,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,2,21,61,150,137,34,14,5,3,0,427
2003,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,3,3,69,176,402,392,114,24,12,10,0,1207
2003,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,33,67,92,80,6,0,1,0,0,279
2003,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,16,21,20,1859,3106,5326,"4,525",1057,247,149,64,9,16399
2003,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,5,10,9,1093,1766,2848,"2,467",484,88,20,9,3,8802
2003,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,2,0,1,159,246,442,399,79,17,13,5,0,1363
2003,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,14,15,6,7,0,1,0,0,0,43
2003,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,1,1,357,789,1402,"1,062",219,34,3,2,6,3877
2003,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,204,375,535,516,75,15,1,1,0,1722
2003,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,3,4,355,361,574,531,92,8,2,1,1,1932
2003,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,0,1,73,153,275,193,43,14,3,1,0,757
2003,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,7,4,350,575,991,902,211,40,12,7,1,3103
2003,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,1,0,114,193,257,216,39,3,1,0,1,826
2003,Male,Preventable/accidental,Preventable/accidental,All drugs,8,15,13,1465,2405,3954,"3,394",728,164,107,39,5,12297
2003,Male,Preventable/accidental,Preventable/accidental,Any Opioid,2,7,6,878,1406,2174,"1,925",363,56,8,6,2,6833
2003,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,1,0,1,135,204,341,303,51,6,5,2,0,1049
2003,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,12,10,5,6,0,1,0,0,0,34
2003,Male,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,280,649,1158,928,196,32,3,1,4,3253
2003,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,189,348,495,486,71,15,1,1,0,1606
2003,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,1,2,314,310,488,441,75,7,1,1,1,1641
2003,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,60,127,203,148,27,8,1,1,0,575
2003,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,6,4,277,470,793,709,148,21,4,4,1,2439
2003,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,1,0,92,158,237,198,37,3,1,0,1,729
2002,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,27,30,40,2095,4125,8064,"6,466",1601,508,359,193,10,23518
2002,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,8,15,19,1179,2209,4228,"3,359",646,156,60,34,7,11920
2002,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,2,178,332,700,552,164,53,29,12,0,2022
2002,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,12,14,16,7,0,1,0,0,0,50
2002,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,2,1,388,938,1807,"1,211",219,18,3,6,5,4599
2002,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,241,415,772,569,81,10,1,0,0,2089
2002,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,5,7,298,461,794,662,101,22,2,2,1,2358
2002,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,3,84,213,451,376,114,29,14,9,1,1295
2002,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,8,8,367,756,1523,"1,309",300,81,38,19,2,4416
2002,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,0,124,198,346,224,39,5,2,0,0,941
2002,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,18,18,17,1573,2971,5746,"4,450",954,286,211,143,7,16394
2002,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,4,9,11,943,1673,3156,"2,488",426,91,25,17,7,8850
2002,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,142,260,491,380,84,16,5,4,0,1383
2002,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,11,8,12,3,0,1,0,0,0,35
2002,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,0,2,0,330,766,1532,"1,063",192,16,3,4,2,3910
2002,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,221,384,713,539,74,10,1,0,0,1942
2002,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,2,7,259,387,630,522,81,17,2,2,1,1910
2002,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,1,64,151,293,229,61,16,5,1,1,822
2002,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,4,7,3,296,589,1152,968,182,41,14,10,2,3268
2002,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,0,105,159,308,192,32,5,2,0,0,804
2002,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,7,21,17,560,1210,2864,"2,485",724,277,203,119,3,8490
2002,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,2,11,6,269,591,1371,"1,117",251,86,34,20,2,3760
2002,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,42,93,285,221,73,29,14,5,0,763
2002,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,3,2,1,2,0,0,0,0,0,8
2002,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,1,1,109,217,484,288,35,3,0,4,1,1143
2002,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,56,73,140,83,6,1,0,0,0,359
2002,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,4,1,66,143,319,247,35,12,1,2,1,832
2002,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,0,22,82,197,193,76,27,10,6,0,614
2002,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,5,4,91,213,547,492,136,46,23,10,1,1569
2002,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,0,0,34,55,103,73,15,2,1,0,0,285
2002,Female,Preventable/accidental,Preventable/accidental,All drugs,3,11,4,353,774,1836,"1,493",373,142,121,91,2,5203
2002,Female,Preventable/accidental,Preventable/accidental,Any Opioid,1,6,2,199,407,934,751,146,44,15,10,2,2517
2002,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,29,72,178,137,39,8,3,1,0,467
2002,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,3,1,0,0,0,0,0,0,0,4
2002,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,1,0,83,166,401,243,31,2,0,3,0,930
2002,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,51,67,122,79,6,1,0,0,0,326
2002,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,2,1,54,110,243,189,27,9,1,2,1,639
2002,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,12,52,112,112,43,16,4,0,0,351
2002,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,4,1,69,150,357,325,76,21,10,5,1,1020
2002,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,0,27,40,86,55,10,2,1,0,0,222
2002,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,20,9,23,1535,2915,5200,"3,981",877,231,156,74,7,15028
2002,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,6,4,13,910,1618,2857,"2,242",395,70,26,14,5,8160
2002,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,136,239,415,331,91,24,15,7,0,1259
2002,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,9,12,15,5,0,1,0,0,0,42
2002,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,1,0,279,721,1323,923,184,15,3,2,4,3456
2002,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,185,342,632,486,75,9,1,0,0,1730
2002,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,1,6,232,318,475,415,66,10,1,0,0,1526
2002,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,3,62,131,254,183,38,2,4,3,1,681
2002,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,3,4,276,543,976,817,164,35,15,9,1,2847
2002,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,90,143,243,151,24,3,1,0,0,656
2002,Male,Preventable/accidental,Preventable/accidental,All drugs,15,7,13,1220,2197,3910,"2,957",581,144,90,52,5,11191
2002,Male,Preventable/accidental,Preventable/accidental,Any Opioid,3,3,9,744,1266,2222,"1,737",280,47,10,7,5,6333
2002,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,113,188,313,243,45,8,2,3,0,916
2002,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,8,7,12,3,0,1,0,0,0,31
2002,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,1,0,247,600,1131,820,161,14,3,1,2,2980
2002,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,170,317,591,460,68,9,1,0,0,1616
2002,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,6,205,277,387,333,54,8,1,0,0,1271
2002,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,1,52,99,181,117,18,0,1,1,1,471
2002,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,3,3,2,227,439,795,643,106,20,4,5,1,2248
2002,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,78,119,222,137,22,3,1,0,0,582
2001,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,22,26,43,1700,3410,6968,"5,115",1185,440,311,159,15,19394
2001,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,6,13,18,944,1755,3504,"2,580",493,99,54,23,7,9496
2001,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,1,5,133,259,585,432,108,41,23,7,0,1594
2001,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,8,5,18,6,0,0,0,0,0,37
2001,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,2,0,2,280,822,1577,957,153,26,5,4,5,3833
2001,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,2,212,380,654,456,64,7,3,0,1,1779
2001,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,1,165,264,532,411,65,9,1,2,2,1456
2001,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,0,54,143,364,274,81,17,16,7,1,957
2001,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,9,12,342,564,1253,989,214,52,26,12,3,3479
2001,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,5,101,147,192,102,15,0,0,0,0,563
2001,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,9,18,23,1237,2388,4773,"3,339",693,232,195,108,9,13024
2001,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,2,8,9,729,1307,2542,"1,827",332,51,18,7,6,6838
2001,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,3,103,184,397,265,56,8,4,1,0,1022
2001,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,8,5,11,5,0,0,0,0,0,29
2001,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,0,0,2,231,674,1299,824,138,23,5,3,3,3202
2001,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,2,194,356,604,415,60,7,3,0,1,1642
2001,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,1,1,1,147,208,424,319,48,6,1,0,2,1158
2001,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,35,97,253,164,40,5,3,3,0,600
2001,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,6,5,267,429,935,697,135,27,10,3,3,2518
2001,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,3,85,119,166,86,12,0,0,0,0,471
2001,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,8,5,22,438,1017,2357,"1,828",550,216,181,114,0,6736
2001,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,1,2,7,203,443,1046,771,199,52,29,14,0,2767
2001,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,2,26,88,233,170,57,22,12,4,0,614
2001,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,0,0,5,0,0,0,0,0,0,5
2001,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,0,2,68,212,432,211,26,1,1,3,0,957
2001,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,2,42,64,128,70,6,1,0,0,0,313
2001,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,0,0,38,85,196,148,22,3,1,2,0,495
2001,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,0,15,55,166,140,49,10,8,4,0,447
2001,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,2,5,68,162,422,353,105,31,14,7,0,1170
2001,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,0,0,2,36,34,52,26,2,0,0,0,0,152
2001,Female,Preventable/accidental,Preventable/accidental,All drugs,5,3,12,257,611,1453,998,266,106,109,84,0,3904
2001,Female,Preventable/accidental,Preventable/accidental,Any Opioid,1,1,4,135,285,722,479,115,24,7,4,0,1777
2001,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,13,55,156,78,25,5,2,1,0,336
2001,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,0,0,2,0,0,0,0,0,0,2
2001,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,0,2,51,171,349,176,21,1,1,2,0,774
2001,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,2,39,60,110,58,6,1,0,0,0,276
2001,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,0,30,55,148,105,14,1,1,0,0,354
2001,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,0,8,29,108,77,23,1,0,2,0,248
2001,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,1,2,44,110,298,220,61,16,4,1,0,758
2001,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,31,26,45,22,1,0,0,0,0,126
2001,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,14,21,21,1262,2393,4611,"3,287",635,224,130,45,15,12658
2001,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,5,11,11,741,1312,2458,"1,809",294,47,25,9,7,6729
2001,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,1,3,107,171,352,262,51,19,11,3,0,980
2001,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,8,5,13,6,0,0,0,0,0,32
2001,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,0,0,212,610,1145,746,127,25,4,1,5,2876
2001,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,170,316,526,386,58,6,3,0,1,1466
2001,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,1,127,179,336,263,43,6,0,0,2,961
2001,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,0,0,39,88,198,134,32,7,8,3,1,510
2001,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,7,7,274,402,831,636,109,21,12,5,3,2309
2001,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,3,65,113,140,76,13,0,0,0,0,411
2001,Male,Preventable/accidental,Preventable/accidental,All drugs,4,15,11,980,1777,3320,"2,341",427,126,86,24,9,9120
